News,Tag,NewsLink,Extracted_tokens
Argentinian Health Minister said that there was no possibility that the coronavirus exists in Argentina.,Misleading,https://www.poynter.org/?ifcn_misinformation=argentinian-health-minister-said-that-there-was-no-possibility-that-the-coronavirus-exists-in-argentina,"['exist', 'health', 'minister', 'said', 'possibility']"
Senegal doctors have come up with a ‘serum’ against the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=senegal-doctors-have-come-up-with-a-serum-against-the-coronavirus,"['doctor', 'serum']"
Purported government advisory claiming to list shopping malls and hotels in the Phillippines that the department of health advises against visiting during the novel coronavirus epidemic.,FALSE,https://www.poynter.org/?ifcn_misinformation=purported-government-advisory-claiming-to-list-shopping-malls-and-hotels-in-the-phillippines-that-the-department-of-health-advises-against-visiting-during-the-novel-coronavirus-epidemic,"['mall', 'hotel', 'government', 'list', 'shopping', 'phillippines', 'department', 'health', 'visiting', 'advises']"
Classes were cancelled in all Basque Country because of coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=classes-were-cancelled-in-all-basque-country-because-of-coronavirus,"['class', 'cancelled', 'basque', 'country']"
Madrid ex-mayor Manuel Carmena has coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=madrid-ex-mayor-manuel-carmena-has-coronavirus,"['madrid', 'manuel', 'carmena']"
"The head of Coordinated Emergences, Fernando Simon, has said that is better to get coronavirus now, because later it will be no space in hospitals.",Fake,https://www.poynter.org/?ifcn_misinformation=the-head-of-coordinated-emergences-fernando-simon-has-said-that-is-better-to-get-coronavirus-now-because-later-it-will-be-no-space-in-hospitals,"['emerg', 'hospit', 'head', 'coordinated', 'fernando', 'simon', 'said', 'get', 'space']"
An audio is circulating on social media claiming it’s coming from the Colombian scientist Rodolfo Llinás offering some recommendations to know “if we have the infection” of the COVID-19 coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=an-audio-is-circulating-on-social-media-claiming-its-coming-from-the-colombian-scientist-rodolfo-llinas-offering-some-recommendations-to-know-if-we-have-the-infection-of-the-covid-19-coronavirus,"['recommend', 'coming', 'scientist', 'rodolfo', 'llinás', 'offering', 'infection']"
Costco recalls toilet paper because it’s infected with the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=costco-recalls-toilet-paper-because-its-infected-with-the-coronavirus,"['costco', 'paper', 'infected', 'recall']"
Donating blood in the US can get you a novel coronavirus test.,FALSE,https://www.poynter.org/?ifcn_misinformation=donating-blood-in-the-us-can-get-you-a-novel-coronavirus-test,"['donating', 'blood', 'us', 'get', 'test']"
Pier Luigi Bersani: None of the confirmed cases are related to China. coronavirus might have occured in Italy before China.,FALSE,https://www.poynter.org/?ifcn_misinformation=pier-luigi-bersani-none-of-the-confirmed-cases-are-related-to-china-coronavirus-might-have-occured-in-italy-before-china,"['case', 'pier', 'luigi', 'bersani', 'none', 'confirmed', 'related', 'china', 'occured', 'italy', 'china']"
The bill for a coronavirus test in the US is 3.000$.,Partially false,https://www.poynter.org/?ifcn_misinformation=the-bill-for-a-coronavirus-test-in-the-us-is-3-000,"['bill', 'us']"
"“An entire family” in Santolan, Pasig, is “confirmed to be infected” with the 2019 novel coronavirus, according to what looked like a breaking news graphic from GMA News.",FALSE,https://www.poynter.org/?ifcn_misinformation=an-entire-family-in-santolan-pasig-is-confirmed-to-be-infected-with-the-2019-novel-coronavirus-according-to-what-looked-like-a-breaking-news-graphic-from-gma-new,"['family', 'santolan', 'pasig', 'confirmed', 'novel', 'according', 'looked', 'breaking', 'news', 'gma', 'news']"
This Lysol desinfectant against coronavirus shows the virus is not new.,FALSE,https://www.poynter.org/?ifcn_misinformation=this-lysol-desinfectant-against-coronavirus-shows-the-virus-is-not-new,"['show', 'lysol', 'desinfectant']"
Video claiming to show a hotel collapsing in Chinese city of Quanzhou after it was used as a coronavirus quarantine facility.,FALSE,https://www.poynter.org/?ifcn_misinformation=video-claiming-to-show-a-hotel-collapsing-in-chinese-city-of-quanzhou-after-it-was-used-as-a-coronavirus-quarantine-facility,"['hotel', 'collapsing', 'city', 'quanzhou', 'used', 'facility']"
Hand sanitizer will “do nothing for the coronavirus.”,FALSE,https://www.poynter.org/?ifcn_misinformation=hand-sanitizer-will-do-nothing-for-the-coronavirus,"['hand', 'sanitizer', 'nothing']"
Availability of a kit for coronavirus self-diagnosis in Italy.,Misleading,https://www.poynter.org/?ifcn_misinformation=availability-of-a-kit-for-coronavirus-self-diagnosis-in-italy,"['availability', 'kit', 'italy']"
A doctor called Lupita Yamamoto Lupercio found the coronavirus vaccine.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-doctor-called-lupita-yamamoto-lupercio-found-the-coronavirus-vaccine,"['doctor', 'called', 'lupita', 'yamamoto', 'lupercio', 'found', 'vaccine']"
Availability of a kit for coronavirus self-diagnosis.,Misleading,https://www.poynter.org/?ifcn_misinformation=availability-of-a-kit-for-coronavirus-self-diagnosis,"['availability', 'kit']"
Prince of the United Arab Emirates Positive Infected Corona Virus in Early March 2020,FALSE,https://www.poynter.org/?ifcn_misinformation=prince-of-the-united-arab-emirates-positive-infected-corona-virus-in-early-march-2020,"['prince', 'united', 'arab', 'emirates', 'positive', 'infected', 'virus', 'early', 'march']"
UNICEF advises a certain set of steps to follow for coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=unicef-advises-a-certain-set-of-steps-to-follow-for-coronavirus,"['step', 'unicef', 'advises']"
"“(Barack Obama) set up anti-pandemic programs in 47 vulnerable countries as a way to protect against something like the coronavirus, exactly. Do you know that Trump closed 37 of them?”",FALSE,https://www.poynter.org/?ifcn_misinformation=barack-obama-set-up-anti-pandemic-programs-in-47-vulnerable-countries-as-a-way-to-protect-against-something-like-the-coronavirus-exactly-do-you-know-that-trump-closed-37-of-them,"['program', 'countri', 'barack', 'obama', 'set', 'way', 'something', 'know', 'trump', 'closed']"
A second version of the coronavirus is spreading and it is far more dangerous.,PARTLY FALSE,https://www.poynter.org/?ifcn_misinformation=a-second-version-of-the-coronavirus-is-spreading-and-it-is-far-more-dangerous,"['version', 'spreading']"
"People of the Muslim community have prohibited visiting Mecca Medina to avoid the outbreak of coronavirus, but people of Sanatan religion are playing Holi at the crematorium of Kashi Vishwanath as a pyre.",Misleading,https://www.poynter.org/?ifcn_misinformation=people-of-the-muslim-community-have-prohibited-visiting-mecca-medina-to-avoid-the-outbreak-of-coronavirus-but-people-of-sanatan-religion-are-playing-holi-at-the-crematorium-of-kashi-vishwanath-as-a-p,"['peopl', 'peopl', 'muslim', 'community', 'prohibited', 'visiting', 'mecca', 'medina', 'sanatan', 'religion', 'playing', 'holi', 'crematorium', 'kashi', 'vishwanath', 'pyre', 'avoid']"
The Department of Health (DOH) reports that fake cigarettes that spread coronavirus have reached the Philippines.,FALSE,https://www.poynter.org/?ifcn_misinformation=the-department-of-health-doh-reports-that-fake-cigarettes-that-spread-coronavirus-have-reached-the-philippines,"['report', 'cigarett', 'philippin', 'department', 'health', 'doh', 'reached']"
"Chinese eating exotic animals is the cause of the 2019 novel coronavirus, as shown in photos shared on Facebook.",PARTLY FALSE,https://www.poynter.org/?ifcn_misinformation=chinese-eating-exotic-animals-is-the-cause-of-the-2019-novel-coronavirus-as-shown-in-photos-shared-on-facebook,"['anim', 'photo', 'eating', 'shown', 'shared', 'facebook']"
Coronavirus was caused by a mysterious vaccine activation distributed in China by chemtrails and activated by 5G.,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-was-caused-by-a-mysterious-vaccine-activation-distributed-in-china-by-chemtrails-and-activated-by-5g,"['chemtrail', 'caused', 'vaccine', 'activation', 'distributed', 'china', 'activated']"
Post says “President Trump has come into contact with a potential coronavirus sufferer!”,MOSTLY FALSE,https://www.poynter.org/?ifcn_misinformation=post-says-president-trump-has-come-into-contact-with-a-potential-coronavirus-sufferer,"['president', 'trump', 'sufferer', 'say']"
This laboratory is giving money to people who would agree to be infected with the coronavirus SARS-CoV-2.,FALSE,https://www.poynter.org/?ifcn_misinformation=this-laboratory-is-giving-money-to-people-who-would-agree-to-be-infected-with-the-coronavirus-sars-cov-2,"['peopl', 'laboratory', 'giving', 'money', 'agree']"
Freshly Boiled Garlic Water Is A Cure For coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=freshly-boiled-garlic-water-is-a-cure-for-coronavirus,"['boiled', 'garlic', 'water', 'cure']"
Spanish actress Cristina Pedroche has promised to show a boob if the number of coronavirus infections gets to 1 thousand in Spain.,FALSE,https://www.poynter.org/?ifcn_misinformation=spanish-actress-cristina-pedroche-has-promised-to-show-a-boob-if-the-number-of-coronavirus-infections-gets-to-1-thousand-in-spain,"['infect', 'actress', 'cristina', 'pedroche', 'promised', 'show', 'number', 'thousand', 'spain', 'get']"
Department Of Homeland Security Officials Says Illegal Border Crossings May Spread coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=department-of-homeland-security-officials-says-illegal-border-crossings-may-spread-coronavirus,"['department', 'homeland', 'security', 'officials', 'says', 'illegal', 'border', 'crossings', 'may', 'spread']"
A NYC Man With Suspected coronavirus Drops Dead In The Middle Of The Street.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-nyc-man-with-suspected-coronavirus-drops-dead-in-the-middle-of-the-street,"['nyc', 'man', 'drops', 'dead', 'middle', 'street']"
Post says “being exposed to the sun for two hours” kills the 2019 coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=post-says-being-exposed-to-the-sun-for-two-hours-kills-the-2019-coronavirus,"['hour', 'kill', 'exposed', 'sun', 'say']"
Authorities in the Philippines seize fake cigarettes that were spreading coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=authorities-in-the-philippines-seize-fake-cigarettes-that-were-spreading-coronavirus,"['philippin', 'cigarett', 'authorities', 'seize', 'fake', 'spreading']"
"Iran’s former president Mahmoud Ahmadinejad: It is clear to the world that the mutated coronavirus was produced in lab, manufactured by the warfare stock houses of biological war belonging to world powers.",FALSE,https://www.poynter.org/?ifcn_misinformation=irans-former-president-mahmoud-ahmadinejad-it-is-clear-to-the-world-that-the-mutated-coronavirus-was-produced-in-lab-manufactured-by-the-warfare-stock-houses-of-biological-war-belonging-to-world-po,"['hous', 'power', 'iran', 'president', 'mahmoud', 'ahmadinejad', 'world', 'mutated', 'lab', 'manufactured', 'stock', 'war', 'belonging', 'world']"
Viral claims propogating UNICEF Message About coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=viral-claims-propogating-unicef-message-about-coronavirus,"['propogating', 'unicef']"
Secretary of Health in Mexico recommends taking vitamin C to prevent coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=secretary-of-health-in-mexico-recommends-taking-vitamin-c-to-prevent-coronavirus,"['secretary', 'health', 'mexico', 'taking', 'c', 'prevent', 'recommends']"
"A post has been shared repeatedly in multiple posts on Facebook, Twitter and Whatsapp which claims a regional government in India has recommended that the juice of bitter gourd, a vegetable often used in traditional medicine, is an effective treatment for the novel coronavirus, COVID-19.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-post-has-been-shared-repeatedly-in-multiple-posts-on-facebook-twitter-and-whatsapp-which-claims-a-regional-government-in-india-has-recommended-that-the-juice-of-bitter-gourd-a-vegetable-often-used,"['shared', 'twitter', 'government', 'india', 'recommended', 'juice', 'bitter', 'gourd', 'medicine', 'treatment', 'novel']"
States Are Imposing Mandatory Leave And Statewide School Closures Due To coronavirus.,Misleading,https://www.poynter.org/?ifcn_misinformation=states-are-imposing-mandatory-leave-and-statewide-school-closures-due-to-coronavirus,"['state', 'imposing', 'mandatory', 'leave', 'statewide', 'school', 'closures', 'due']"
Drinking warm water with lemon protects agains the novel coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=drinking-warm-water-with-lemon-protects-agains-the-novel-coronavirus,"['drinking', 'water', 'lemon', 'protects']"
Hot air application through a hairdryer on the face to heat up nostrils and the sinus kills the Novel coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=hot-air-application-through-a-hairdryer-on-the-face-to-heat-up-nostrils-and-the-sinus-kills-the-novel-coronavirus,"['nostril', 'kill', 'hot', 'air', 'application', 'hairdryer', 'face', 'heat', 'novel']"
This photo purports to show the novel coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=this-photo-purports-to-show-the-novel-coronavirus,"['photo', 'show', 'novel', 'purport']"
"An image has been shared in multiple posts on Facebook and Twitter alongside a claim that it shows China administering the “world’s first new coronavirus vaccine” after the global outbreak of the novel coronavirus, COVID-19.",misleading,https://www.poynter.org/?ifcn_misinformation=an-image-has-been-shared-in-multiple-posts-on-facebook-and-twitter-alongside-a-claim-that-it-shows-china-administering-the-worlds-first-new-coronavirus-vaccine-after-the-global-outbreak-of-the-nove,"['image', 'shared', 'twitter', 'alongside', 'china', 'administering', 'world', 'vaccine', 'outbreak', 'novel', 'show']"
"A video has been viewed thousands of times in multiple Facebook posts which claim it shows the Koran being distributed to people in China after it lifted a “ban” on the Islamic holy text following the outbreak of the novel coronavirus, COVID-19.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-has-been-viewed-thousands-of-times-in-multiple-facebook-posts-which-claim-it-shows-the-koran-being-distributed-to-people-in-china-after-it-lifted-a-ban-on-the-islamic-holy-text-following-the,"['thousand', 'time', 'peopl', 'facebook', 'koran', 'china', 'lifted', 'islamic', 'holy', 'following', 'outbreak', 'novel', 'show']"
"“U.S. hospitals are preparing for 96 million coronavirus infections and nearly half a million deaths, leaked documents reveal.”",FALSE,https://www.poynter.org/?ifcn_misinformation=u-s-hospitals-are-preparing-for-96-million-coronavirus-infections-and-nearly-half-a-million-deaths-leaked-documents-reveal,"['hospit', 'infect', 'death', 'document', 'preparing', 'leaked', 'reveal']"
"Graphics or social media cards supposedly from the international body United Nations Children’s Fund (Unicef) contain tips and information on how to prevent and combat the coronavirus outbreak and the disease it causes, COVID-19.",FALSE,https://www.poynter.org/?ifcn_misinformation=graphics-or-social-media-cards-supposedly-from-the-international-body-united-nations-childrens-fund-unicef-contain-tips-and-information-on-how-to-prevent-and-combat-the-coronavirus-outbreak-and-the,"['graphic', 'card', 'caus', 'body', 'united', 'nations', 'children', 'fund', 'unicef', 'contain', 'information', 'prevent', 'combat', 'disease']"
A video purporting to show panic-stricken travellers infected with the novel coronavirus at an airport in Senegal has been shared hundreds of times on Facebook.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-purporting-to-show-panic-stricken-travellers-infected-with-the-novel-coronavirus-at-an-airport-in-senegal-has-been-shared-hundreds-of-times-on-facebook,"['travel', 'hundr', 'time', 'purporting', 'show', 'infected', 'airport', 'senegal', 'shared', 'facebook']"
Coronavirus patients are being caught on highways in China.,Misleading,https://www.poynter.org/?ifcn_misinformation=coronavirus-patients-are-being-caught-on-highways-in-china,"['patient', 'highway', 'caught', 'china']"
"As Of March 7, 2020, Tanzania And Zambia Had Confirmed First Cases Of coronavirus.",FALSE,https://www.poynter.org/?ifcn_misinformation=as-of-march-7-2020-tanzania-and-zambia-had-confirmed-first-cases-of-coronavirus,"['march', 'tanzania', 'zambia', 'confirmed', 'first', 'cases']"
Research by the Saint Luke’s Hospital of Kansas City found that consuming alcoholic beverages may reduce the risk of infection by coronavirus. Vodka was the most recommended drink.,FALSE,https://www.poynter.org/?ifcn_misinformation=research-by-the-saint-lukes-hospital-of-kansas-city-found-that-consuming-alcoholic-beverages-may-reduce-the-risk-of-infection-by-coronavirus-vodka-was-the-most-recommended-drink,"['beverag', 'research', 'saint', 'luke', 'hospital', 'kansas', 'city', 'found', 'consuming', 'reduce', 'risk', 'infection', 'vodka', 'recommended', 'drink']"
Did the coronavirus mutated and became more agressive?,Misleading,https://www.poynter.org/?ifcn_misinformation=did-the-coronavirus-mutated-and-became-more-agressive,"['mutated', 'became']"
"Exposing Parviz Nouri Sayha, who claims he has made the medicine for coronavirus.",FALSE,https://www.poynter.org/?ifcn_misinformation=exposing-parviz-nouri-sayha-who-claims-he-has-made-the-medicine-for-coronavirus,"['exposing', 'parviz', 'nouri', 'sayha', 'made', 'medicine']"
Smoking prevents you from getting infected with the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=smoking-prevents-you-from-getting-infected-with-the-coronavirus,"['prevent', 'smoking', 'getting']"
Consuming coloidal silver can prevent or treat novel coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=consuming-coloidal-silver-can-prevent-or-treat-novel-coronavirus,"['consuming', 'coloidal', 'silver', 'prevent', 'treat', 'novel']"
"A Facebook post shared 25,000 times features an image of a letter purportedly from a US hospital recommending people drink alcohol to help reduce the risks of novel coronavirus infection.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-facebook-post-shared-25000-times-features-an-image-of-a-letter-purportedly-from-a-us-hospital-recommending-people-drink-alcohol-to-help-reduce-the-risks-of-novel-coronavirus-infection,"['time', 'featur', 'peopl', 'risk', 'facebook', 'shared', 'image', 'letter', 'us', 'hospital', 'recommending', 'alcohol', 'help', 'reduce', 'infection']"
Medical Center in El Cachorro (Sevilla) closed due to possible coronavirus infected person.,FALSE,https://www.poynter.org/?ifcn_misinformation=medical-center-in-el-cachorro-sevilla-closed-due-to-possible-coronavirus-infected-person,"['medical', 'center', 'el', 'cachorro', 'sevilla', 'closed', 'person']"
Consumption of Pig Causes Corona COVID-19 Virus Entry into Indonesia,FALSE,https://www.poynter.org/?ifcn_misinformation=consumption-of-pig-causes-corona-covid-19-virus-entry-into-indonesia,"['consumption', 'pig', 'causes', 'virus', 'entry', 'indonesia']"
Medical report of Hospital General Universitario Santa Lucía de Cartagena (Murcia) ifrom a person with possible coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=medical-report-of-hospital-general-universitario-santa-lucia-de-cartagena-murcia-ifrom-a-person-with-possible-coronavirus,"['report', 'hospital', 'general', 'universitario', 'santa', 'lucía', 'cartagena', 'murcia', 'person']"
Girl infected with coronavirus found dead in her apartment in Delhi.,FALSE,https://www.poynter.org/?ifcn_misinformation=girl-infected-with-coronavirus-found-dead-in-her-apartment-in-delhi,"['girl', 'infected', 'found', 'apartment', 'delhi']"
Work suspension in Ecuador due to coronavirus since Monday 09/03/2020.,FALSE,https://www.poynter.org/?ifcn_misinformation=work-suspension-in-ecuador-due-to-coronavirus-since-monday-09-03-2020,"['work', 'suspension', 'ecuador', 'monday']"
Two local celebrities in Argentine are infected with coronavirus,FALSE,https://www.poynter.org/?ifcn_misinformation=two-local-celebrities-in-argentine-are-infected-with-coronavirus,"['celebr', 'argentine', 'infected']"
A Facebook post saying that people who died after being infected by the novel coronavirus can’t receive any mortuary care.,Misleading,https://www.poynter.org/?ifcn_misinformation=a-facebook-post-saying-that-people-who-died-after-being-infected-by-the-novel-coronavirus-cant-receive-any-mortuary-care,"['peopl', 'facebook', 'died', 'infected', 'mortuary', 'care']"
"A case of coronavirus was confirmed in Cali in Colombia, and a video shows doctors treating patients in a bus station.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-case-of-coronavirus-was-confirmed-in-cali-in-colombia-and-a-video-shows-doctors-treating-patients-in-a-bus-station,"['doctor', 'patient', 'case', 'confirmed', 'cali', 'colombia', 'treating', 'station', 'show']"
A WhatsApp message suggests holding the breath during 10 seconds and drink water every 15 minutes are effective methods fighting coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-whatsapp-message-suggests-holding-the-breath-during-10-seconds-and-drink-water-every-15-minutes-are-effective-methods-fighting-coronavirus,"['second', 'minut', 'method', 'holding', 'breath', 'water', 'fighting', 'suggests']"
"A television news report about a US biotech company has been viewed thousands of times on Facebook alongside a claim that the company successfully created a vaccine for the novel coronavirus, COVID-19, within “three hours”.",misleading,https://www.poynter.org/?ifcn_misinformation=a-television-news-report-about-a-us-biotech-company-has-been-viewed-thousands-of-times-on-facebook-alongside-a-claim-that-the-company-successfully-created-a-vaccine-for-the-novel-coronavirus-covid-19,"['thousand', 'time', 'hour', 'television', 'news', 'report', 'us', 'company', 'viewed', 'facebook', 'company', 'created', 'vaccine', 'novel', 'biotech']"
Emirates has suspended flights to Johannesburg after South Africa announced its first case of novel coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=emirates-has-suspended-flights-to-johannesburg-after-south-africa-announced-its-first-case-of-novel-coronavirus,"['emir', 'flight', 'suspended', 'johannesburg', 'south', 'africa', 'announced', 'case', 'novel']"
Mayor Of Buffalo Told People To Evacuate Due To coronavirus Outbreak,FALSE,https://www.poynter.org/?ifcn_misinformation=mayor-of-buffalo-told-people-to-evacuate-due-to-coronavirus-outbreak,"['mayor', 'buffalo', 'told', 'people', 'evacuate', 'due', 'outbreak']"
"Coronavirus test costs US$ 3,000 in US.",FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-test-costs-us-3000-in-us,"['cost', 'test']"
CDC Published Sponsored Facebook Post Asking For Help With “Escaped” coronavirus Patient,FALSE,https://www.poynter.org/?ifcn_misinformation=cdc-published-sponsored-facebook-post-asking-for-help-with-escaped-coronavirus-patient,"['cdc', 'published', 'sponsored', 'facebook', 'asking', 'help', 'escaped', 'patient']"
Bloggers say Nancy Pelosi delayed coronavirus funding so “Dems could campaign on it.”,MOSTLY FALSE,https://www.poynter.org/?ifcn_misinformation=bloggers-say-nancy-pelosi-delayed-coronavirus-funding-so-dems-could-campaign-on-it,"['blogger', 'nancy', 'pelosi', 'delayed', 'funding', 'dems', 'campaign']"
Pope Francis contacted coronavirus.,Mostly False,https://www.poynter.org/?ifcn_misinformation=pope-francis-contacted-coronavirus,"['pope', 'francis', 'contacted']"
A case of coronavirus was confirmed in Sincelejo in Colombia.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-case-of-coronavirus-was-confirmed-in-sincelejo-in-colombia,"['case', 'confirmed', 'sincelejo', 'colombia']"
"If the coronavirus gets in your mouth, “drinking water or other liquids will WASH them down through your esophagus and into the stomach. Once there in tummy … your stomach ACID will kill all the virus.”",FALSE,https://www.poynter.org/?ifcn_misinformation=if-the-coronavirus-gets-in-your-mouth-drinking-water-or-other-liquids-will-wash-them-down-through-your-esophagus-and-into-the-stomach-once-there-in-tummy-your-stomach-acid-will-kill-all-the-vir,"['liquid', 'water', 'wash', 'stomach', 'stomach', 'acid', 'kill', 'virus', 'get']"
Medical book states that coronavirus is just a common cold.,FALSE,https://www.poynter.org/?ifcn_misinformation=medical-book-states-that-coronavirus-is-just-a-common-cold,"['state', 'book', 'cold']"
"Says Donald Trump tweeted, “Corona vaccine from Israel! Stock market up! Economy even stronger now! Besides US, Israel best at inventions: Judaism, olives. Wonderful vaccine, will stop Corona DEAD around world. Can’t make vaccines when being bombed, not have been possible without peace I created in Israel!”",FALSE,https://www.poynter.org/?ifcn_misinformation=says-donald-trump-tweeted-corona-vaccine-from-israel-stock-market-up-economy-even-stronger-now-besides-us-israel-best-at-inventions-judaism-olives-wonderful-vaccine-will-stop-corona,"['invent', 'vaccin', 'donald', 'trump', 'tweeted', 'vaccine', 'israel', 'stock', 'market', 'economy', 'us', 'israel', 'judaism', 'vaccine', 'stop', 'dead', 'world', 'make', 'bombed', 'peace', 'created', 'israel', 'says', 'olive']"
Every election year has a disease; coronavirus has a contagion factor of 2; coronavirus has a cure rate of 99.7% for those under 50 it infects.,Inaccurate,https://www.poynter.org/?ifcn_misinformation=every-election-year-has-a-disease-coronavirus-has-a-contagion-factor-of-2-coronavirus-has-a-cure-rate-of-99-7-for-those-under-50-it-infects,"['infect', 'election', 'year', 'disease', 'contagion', 'factor', 'cure', 'rate']"
"The coronavirus outbreak is not actually caused by a virus, but by 5G technology.",Incorrect,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-outbreak-is-not-actually-caused-by-a-virus-but-by-5g-technology,"['outbreak', 'caused', 'technology']"
WHO Has Issued Advisory Against Buying Of Holi Colors From coronavirus-Hit China,FALSE,https://www.poynter.org/?ifcn_misinformation=who-has-issued-advisory-against-buying-of-holi-colors-from-coronavirus-hit-china-2,"['issued', 'advisory', 'buying', 'holi', 'colors', 'china']"
"A herbal tea can cure symptoms of coronavirus, even if it is a bioterrorism weapon.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-herbal-tea-can-cure-symptoms-of-coronavirus-even-if-it-is-a-bioterrorism-weapon,"['symptom', 'tea', 'cure', 'weapon']"
Novel coronavirus has 99.7 survival rate.,FALSE,https://www.poynter.org/?ifcn_misinformation=novel-coronavirus-has-99-7-survival-rate,"['novel', 'survival', 'rate']"
"Unicef recommandations: coronavirus is large in size where the cell diameter is 400-500 micro and for this reason any mask prevents its entry so there is no need to use pharmacists to trade muzzles. The virus does not settle in the air but is grounded, so it is not transmitted by air.",Misleading,https://www.poynter.org/?ifcn_misinformation=unicef-recommandations-coronavirus-is-large-in-size-where-the-cell-diameter-is-400-500-micro-and-for-this-reason-any-mask-prevents-its-entry-so-there-is-no-need-to-use-pharmacists-to-trade-muzzles-t,"['recommand', 'prevent', 'pharmacist', 'unicef', 'size', 'cell', 'diameter', 'micro', 'reason', 'mask', 'use', 'trade', 'virus', 'settle', 'air', 'grounded', 'transmitted', 'air', 'muzzle']"
A Shaheen Bagh protestor in India was claimed to have coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-shaheen-bagh-protestor-in-india-was-claimed-to-have-coronavirus,"['shaheen', 'bagh', 'protestor', 'india', 'claimed']"
"The coronavirus Test Does Costs $3,200.",FALSE,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-test-does-costs-3200,"['cost', 'test']"
80 clients of a brothel were put on quarentine due to coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=80-clients-of-a-brothel-were-put-on-quarentine-due-to-coronavirus,"['client', 'put', 'quarentine']"
Donating Plasma Or Blood Is Free Testing For The coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=donating-plasma-or-blood-is-free-testing-for-the-coronavirus,"['donating', 'plasma', 'blood', 'free', 'testing']"
No work in several regions of Spain due to coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=no-work-in-several-regions-of-spain-due-to-coronavirus,"['region', 'work', 'spain']"
86 clients of a brothel in quarentine after a prostituted tested positive in coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=86-clients-of-a-brothel-in-quarentine-after-a-prostituted-tested-positive-in-coronavirus,"['client', 'quarentine', 'prostituted', 'tested']"
First policeman infected with coronavirus in Ecuador.,FALSE,https://www.poynter.org/?ifcn_misinformation=first-policeman-infected-with-coronavirus-in-ecuador,"['first', 'policeman', 'infected', 'ecuador']"
UNICEF releases coronavirus prevention guidelines.,FALSE,https://www.poynter.org/?ifcn_misinformation=unicef-releases-coronavirus-prevention-guidelines,"['guidelin', 'unicef', 'prevention', 'release']"
"“With regard to the cost, let me be very clear: HHS has designated the coronavirus test as an essential health benefit. That means, by definition, it’s covered in the private health insurance of every American, as well as covered by Medicare and Medicaid.”",HALF TRUE,https://www.poynter.org/?ifcn_misinformation=with-regard-to-the-cost-let-me-be-very-clear-hhs-has-designated-the-coronavirus-test-as-an-essential-health-benefit-that-means-by-definition-its-covered-in-the-private-health-insurance,"['regard', 'cost', 'let', 'hhs', 'designated', 'health', 'benefit', 'definition', 'covered', 'health', 'insurance', 'american', 'covered', 'medicare', 'medicaid', 'mean']"
Officials Say coronavirus Killed 200 In Iran.,FALSE,https://www.poynter.org/?ifcn_misinformation=officials-say-coronavirus-killed-200-in-iran,"['offici', 'say', 'killed', 'iran']"
Lonely Ka’bah from Tawaf after Saudi Arabia makes policy on Corona Virus?,FALSE,https://www.poynter.org/?ifcn_misinformation=lonely-kabah-from-tawaf-after-saudi-arabia-makes-policy-on-corona-virus,"['ka', 'bah', 'tawaf', 'saudi', 'arabia', 'policy', 'virus', 'make']"
