News,Tag,NewsLink
A video purporting to show panic-stricken travellers infected with the novel coronavirus at an airport in Senegal has been shared hundreds of times on Facebook.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-purporting-to-show-panic-stricken-travellers-infected-with-the-novel-coronavirus-at-an-airport-in-senegal-has-been-shared-hundreds-of-times-on-facebook
“More people have died from knowing Hillary” than coronavirus.,PANTS ON FIRE,https://www.poynter.org/?ifcn_misinformation=more-people-have-died-from-knowing-hillary-than-coronavirus
Coronavirus patients are being caught on highways in China.,Misleading,https://www.poynter.org/?ifcn_misinformation=coronavirus-patients-are-being-caught-on-highways-in-china
"As Of March 7, 2020, Tanzania And Zambia Had Confirmed First Cases Of coronavirus.",FALSE,https://www.poynter.org/?ifcn_misinformation=as-of-march-7-2020-tanzania-and-zambia-had-confirmed-first-cases-of-coronavirus
Research by the Saint Luke’s Hospital of Kansas City found that consuming alcoholic beverages may reduce the risk of infection by coronavirus. Vodka was the most recommended drink.,FALSE,https://www.poynter.org/?ifcn_misinformation=research-by-the-saint-lukes-hospital-of-kansas-city-found-that-consuming-alcoholic-beverages-may-reduce-the-risk-of-infection-by-coronavirus-vodka-was-the-most-recommended-drink
Did the coronavirus mutated and became more agressive?,Misleading,https://www.poynter.org/?ifcn_misinformation=did-the-coronavirus-mutated-and-became-more-agressive
"Exposing Parviz Nouri Sayha, who claims he has made the medicine for coronavirus.",FALSE,https://www.poynter.org/?ifcn_misinformation=exposing-parviz-nouri-sayha-who-claims-he-has-made-the-medicine-for-coronavirus
Smoking prevents you from getting infected with the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=smoking-prevents-you-from-getting-infected-with-the-coronavirus
Consuming coloidal silver can prevent or treat novel coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=consuming-coloidal-silver-can-prevent-or-treat-novel-coronavirus
"A Facebook post shared 25,000 times features an image of a letter purportedly from a US hospital recommending people drink alcohol to help reduce the risks of novel coronavirus infection.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-facebook-post-shared-25000-times-features-an-image-of-a-letter-purportedly-from-a-us-hospital-recommending-people-drink-alcohol-to-help-reduce-the-risks-of-novel-coronavirus-infection
Medical Center in El Cachorro (Sevilla) closed due to possible coronavirus infected person.,FALSE,https://www.poynter.org/?ifcn_misinformation=medical-center-in-el-cachorro-sevilla-closed-due-to-possible-coronavirus-infected-person
Consumption of Pig Causes Corona COVID-19 Virus Entry into Indonesia,FALSE,https://www.poynter.org/?ifcn_misinformation=consumption-of-pig-causes-corona-covid-19-virus-entry-into-indonesia
“Anybody that wants a test (for the coronavirus) can get a test.”,PANTS ON FIRE,https://www.poynter.org/?ifcn_misinformation=anybody-that-wants-a-test-for-the-coronavirus-can-get-a-test
Medical report of Hospital General Universitario Santa Lucía de Cartagena (Murcia) ifrom a person with possible coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=medical-report-of-hospital-general-universitario-santa-lucia-de-cartagena-murcia-ifrom-a-person-with-possible-coronavirus
Girl infected with coronavirus found dead in her apartment in Delhi.,FALSE,https://www.poynter.org/?ifcn_misinformation=girl-infected-with-coronavirus-found-dead-in-her-apartment-in-delhi
Work suspension in Ecuador due to coronavirus since Monday 09/03/2020.,FALSE,https://www.poynter.org/?ifcn_misinformation=work-suspension-in-ecuador-due-to-coronavirus-since-monday-09-03-2020
Two local celebrities in Argentine are infected with coronavirus,FALSE,https://www.poynter.org/?ifcn_misinformation=two-local-celebrities-in-argentine-are-infected-with-coronavirus
A Facebook post saying that people who died after being infected by the novel coronavirus can’t receive any mortuary care.,Misleading,https://www.poynter.org/?ifcn_misinformation=a-facebook-post-saying-that-people-who-died-after-being-infected-by-the-novel-coronavirus-cant-receive-any-mortuary-care
"A case of coronavirus was confirmed in Cali in Colombia, and a video shows doctors treating patients in a bus station.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-case-of-coronavirus-was-confirmed-in-cali-in-colombia-and-a-video-shows-doctors-treating-patients-in-a-bus-station
A WhatsApp message suggests holding the breath during 10 seconds and drink water every 15 minutes are effective methods fighting coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-whatsapp-message-suggests-holding-the-breath-during-10-seconds-and-drink-water-every-15-minutes-are-effective-methods-fighting-coronavirus
"A television news report about a US biotech company has been viewed thousands of times on Facebook alongside a claim that the company successfully created a vaccine for the novel coronavirus, COVID-19, within “three hours”.",misleading,https://www.poynter.org/?ifcn_misinformation=a-television-news-report-about-a-us-biotech-company-has-been-viewed-thousands-of-times-on-facebook-alongside-a-claim-that-the-company-successfully-created-a-vaccine-for-the-novel-coronavirus-covid-19
Emirates has suspended flights to Johannesburg after South Africa announced its first case of novel coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=emirates-has-suspended-flights-to-johannesburg-after-south-africa-announced-its-first-case-of-novel-coronavirus
Mayor Of Buffalo Told People To Evacuate Due To coronavirus Outbreak,FALSE,https://www.poynter.org/?ifcn_misinformation=mayor-of-buffalo-told-people-to-evacuate-due-to-coronavirus-outbreak
"Coronavirus test costs US$ 3,000 in US.",FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-test-costs-us-3000-in-us
CDC Published Sponsored Facebook Post Asking For Help With “Escaped” coronavirus Patient,FALSE,https://www.poynter.org/?ifcn_misinformation=cdc-published-sponsored-facebook-post-asking-for-help-with-escaped-coronavirus-patient
Increasing border controls will stop coronavirus from spreading.,Explanatory,https://www.poynter.org/?ifcn_misinformation=increasing-border-controls-will-stop-coronavirus-from-spreading
Bloggers say Nancy Pelosi delayed coronavirus funding so “Dems could campaign on it.”,MOSTLY FALSE,https://www.poynter.org/?ifcn_misinformation=bloggers-say-nancy-pelosi-delayed-coronavirus-funding-so-dems-could-campaign-on-it
Pope Francis contacted coronavirus.,Mostly False,https://www.poynter.org/?ifcn_misinformation=pope-francis-contacted-coronavirus
A case of coronavirus was confirmed in Sincelejo in Colombia.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-case-of-coronavirus-was-confirmed-in-sincelejo-in-colombia
"If the coronavirus gets in your mouth, “drinking water or other liquids will WASH them down through your esophagus and into the stomach. Once there in tummy … your stomach ACID will kill all the virus.”",FALSE,https://www.poynter.org/?ifcn_misinformation=if-the-coronavirus-gets-in-your-mouth-drinking-water-or-other-liquids-will-wash-them-down-through-your-esophagus-and-into-the-stomach-once-there-in-tummy-your-stomach-acid-will-kill-all-the-vir
Medical book states that coronavirus is just a common cold.,FALSE,https://www.poynter.org/?ifcn_misinformation=medical-book-states-that-coronavirus-is-just-a-common-cold
"Says Donald Trump tweeted, “Corona vaccine from Israel! Stock market up! Economy even stronger now! Besides US, Israel best at inventions: Judaism, olives. Wonderful vaccine, will stop Corona DEAD around world. Can’t make vaccines when being bombed, not have been possible without peace I created in Israel!”",FALSE,https://www.poynter.org/?ifcn_misinformation=says-donald-trump-tweeted-corona-vaccine-from-israel-stock-market-up-economy-even-stronger-now-besides-us-israel-best-at-inventions-judaism-olives-wonderful-vaccine-will-stop-corona
Every election year has a disease; coronavirus has a contagion factor of 2; coronavirus has a cure rate of 99.7% for those under 50 it infects.,Inaccurate,https://www.poynter.org/?ifcn_misinformation=every-election-year-has-a-disease-coronavirus-has-a-contagion-factor-of-2-coronavirus-has-a-cure-rate-of-99-7-for-those-under-50-it-infects
"The coronavirus outbreak is not actually caused by a virus, but by 5G technology.",Incorrect,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-outbreak-is-not-actually-caused-by-a-virus-but-by-5g-technology
WHO Has Issued Advisory Against Buying Of Holi Colors From coronavirus-Hit China,FALSE,https://www.poynter.org/?ifcn_misinformation=who-has-issued-advisory-against-buying-of-holi-colors-from-coronavirus-hit-china-2
"A herbal tea can cure symptoms of coronavirus, even if it is a bioterrorism weapon.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-herbal-tea-can-cure-symptoms-of-coronavirus-even-if-it-is-a-bioterrorism-weapon
Novel coronavirus has 99.7 survival rate.,FALSE,https://www.poynter.org/?ifcn_misinformation=novel-coronavirus-has-99-7-survival-rate
"Unicef recommandations: coronavirus is large in size where the cell diameter is 400-500 micro and for this reason any mask prevents its entry so there is no need to use pharmacists to trade muzzles. The virus does not settle in the air but is grounded, so it is not transmitted by air.",Misleading,https://www.poynter.org/?ifcn_misinformation=unicef-recommandations-coronavirus-is-large-in-size-where-the-cell-diameter-is-400-500-micro-and-for-this-reason-any-mask-prevents-its-entry-so-there-is-no-need-to-use-pharmacists-to-trade-muzzles-t
A Shaheen Bagh protestor in India was claimed to have coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-shaheen-bagh-protestor-in-india-was-claimed-to-have-coronavirus
"The coronavirus Test Does Costs $3,200.",FALSE,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-test-does-costs-3200
80 clients of a brothel were put on quarentine due to coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=80-clients-of-a-brothel-were-put-on-quarentine-due-to-coronavirus
Donating Plasma Or Blood Is Free Testing For The coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=donating-plasma-or-blood-is-free-testing-for-the-coronavirus
No work in several regions of Spain due to coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=no-work-in-several-regions-of-spain-due-to-coronavirus
86 clients of a brothel in quarentine after a prostituted tested positive in coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=86-clients-of-a-brothel-in-quarentine-after-a-prostituted-tested-positive-in-coronavirus
First policeman infected with coronavirus in Ecuador.,FALSE,https://www.poynter.org/?ifcn_misinformation=first-policeman-infected-with-coronavirus-in-ecuador
UNICEF releases coronavirus prevention guidelines.,FALSE,https://www.poynter.org/?ifcn_misinformation=unicef-releases-coronavirus-prevention-guidelines
"“With regard to the cost, let me be very clear: HHS has designated the coronavirus test as an essential health benefit. That means, by definition, it’s covered in the private health insurance of every American, as well as covered by Medicare and Medicaid.”",HALF TRUE,https://www.poynter.org/?ifcn_misinformation=with-regard-to-the-cost-let-me-be-very-clear-hhs-has-designated-the-coronavirus-test-as-an-essential-health-benefit-that-means-by-definition-its-covered-in-the-private-health-insurance
Officials Say coronavirus Killed 200 In Iran.,FALSE,https://www.poynter.org/?ifcn_misinformation=officials-say-coronavirus-killed-200-in-iran
Lonely Ka’bah from Tawaf after Saudi Arabia makes policy on Corona Virus?,FALSE,https://www.poynter.org/?ifcn_misinformation=lonely-kabah-from-tawaf-after-saudi-arabia-makes-policy-on-corona-virus
Masks from Wet Wipes Effectively Prevents Corona Virus Transmission,FALSE,https://www.poynter.org/?ifcn_misinformation=masks-from-wet-wipes-effectively-prevents-corona-virus-transmission
Cow dung and cow urine can cure coronavirus.,Misleading,https://www.poynter.org/?ifcn_misinformation=cow-dung-and-cow-urine-can-cure-coronavirus
The first dog was infected with coronavirus.,Correct,https://www.poynter.org/?ifcn_misinformation=the-first-dog-was-infected-with-coronavirus
Common Cold Is The Only Type Of coronavirus.,Misleading,https://www.poynter.org/?ifcn_misinformation=common-cold-is-the-only-type-of-coronavirus
"Post says “man visited Albany, N.Y. days before dying from coronavirus.”",FALSE,https://www.poynter.org/?ifcn_misinformation=post-says-man-visited-albany-n-y-days-before-dying-from-coronavirus
Israel creates a vaccine for the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=israel-creates-a-vaccine-for-the-coronavirus
"The Simpsons have predicted the coronavirus pandemic years ago, along with many other predictions.",FALSE,https://www.poynter.org/?ifcn_misinformation=the-simpsons-have-predicted-the-coronavirus-pandemic-years-ago-along-with-many-other-predictions
"“The State of Florida has announced measures that all workplaces with 10 employees or more are to have paid mandatory leave to avoid the spread of COVID-19 coronavirus starting on March 6, 2020. All schools are to close for 2 weeks also from March 6th.”",FALSE,https://www.poynter.org/?ifcn_misinformation=the-state-of-florida-has-announced-measures-that-all-workplaces-with-10-employees-or-more-are-to-have-paid-mandatory-leave-to-avoid-the-spread-of-covid-19-coronavirus-starting-on-march-6-202
Dr. Lupita Yamamoto has found a vaccine that destroys the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=dr-lupita-yamamoto-has-found-a-vaccine-that-destroys-the-coronavirus
"First coronavirus case in Ambato, Ecuador.",FALSE,https://www.poynter.org/?ifcn_misinformation=first-coronavirus-case-in-ambato-ecuador
Post says the media “pulled down an entire shelf of goods so that they can present the news of people buying stuff in a hysteria over the coronavirus.”,PANTS ON FIRE,https://www.poynter.org/?ifcn_misinformation=post-says-the-media-pulled-down-an-entire-shelf-of-goods-so-that-they-can-present-the-news-of-people-buying-stuff-in-a-hysteria-over-the-coronavirus
New coronavirus was registered in 2018.,FALSE,https://www.poynter.org/?ifcn_misinformation=new-coronavirus-was-registered-in-2018
Consuming Large Doses Of Vitamin C Can Stop The Spread Of coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=consuming-large-doses-of-vitamin-c-can-stop-the-spread-of-coronavirus
10 coronavirus cases confirmed in Ecuador.,FALSE,https://www.poynter.org/?ifcn_misinformation=10-coronavirus-cases-confirmed-in-ecuador
“The Obama administration made a decision on testing that turned out to be very detrimental to what we’re doing” on the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=the-obama-administration-made-a-decision-on-testing-that-turned-out-to-be-very-detrimental-to-what-were-doing-on-the-coronavirus
Claim that the coronavirus has been discovered in poultry.,FALSE,https://www.poynter.org/?ifcn_misinformation=claim-that-the-coronavirus-has-been-discovered-in-poultry
The Simpsons have predicted the coronavirus outbreak.,FALSE,https://www.poynter.org/?ifcn_misinformation=the-simpsons-have-predicted-the-coronavirus-outbreak
One needs to drink (warm) water or gargle throat every 15 minutes to rinse the new coronavirus down.,FALSE,https://www.poynter.org/?ifcn_misinformation=one-needs-to-drink-warm-water-or-gargle-throat-every-15-minutes-to-rinse-the-new-coronavirus-down
CDC recommends men shave their beards to protect against coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=cdc-recommends-men-shave-their-beards-to-protect-against-coronavirus
Bloggers say the Vatican reports that Pope Francis tested negative for the coronavirus before a second test came back positive.,FALSE,https://www.poynter.org/?ifcn_misinformation=bloggers-say-the-vatican-reports-that-pope-francis-tested-negative-for-the-coronavirus-before-a-second-test-came-back-positive
A Bovine Vaccine Can Be Used To Inoculate People Against coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-bovine-vaccine-can-be-used-to-inoculate-people-against-coronavirus
Coronavirus can be transmitted through imported goods,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-can-be-transmitted-through-imported-goods
Claims that drinking boiled garlic water cures novel coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=claims-that-drinking-boiled-garlic-water-cures-novel-coronavirus
Spices can ward off Corona Virus,Misleading,https://www.poynter.org/?ifcn_misinformation=spices-can-ward-off-corona-virus
Vinegar is more effective than alcohol-based hand sanitizers for killing the novel coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=vinegar-is-more-effective-than-alcohol-based-hand-sanitizers-for-killing-the-novel-coronavirus
"Two cases of coronavirus have been reported in Loja, in Ecuador.",FALSE,https://www.poynter.org/?ifcn_misinformation=two-cases-of-coronavirus-have-been-reported-in-loja-in-ecuador
"A new case of coronavirus confirmed in Tulcán, Ecuador.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-new-case-of-coronavirus-confirmed-in-tulcan-ecuador
Coronavirus dies in temperatures 26-27 degrees and when exposed to sunlight?,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-dies-in-temperatures-26-27-degrees-and-when-exposed-to-sunlight
"Post says two patients at Valley Regional Medical Center in Brownsville, Texas, “are being looked at” for possible coronavirus infections.",FALSE,https://www.poynter.org/?ifcn_misinformation=post-says-two-patients-at-valley-regional-medical-center-in-brownsville-texas-are-being-looked-at-for-possible-coronavirus-infections
Constant sex kills coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=constant-sex-kills-coronavirus
The United States is “actually screening fewer people (for the coronavirus than other countries) because we don’t have appropriate testing.”,MOSTLY TRUE,https://www.poynter.org/?ifcn_misinformation=the-united-states-is-actually-screening-fewer-people-for-the-coronavirus-than-other-countries-because-we-dont-have-appropriate-testing
Journalist Claims A coronavirus Patient Was Murdered.,FALSE,https://www.poynter.org/?ifcn_misinformation=journalist-claims-a-coronavirus-patient-was-murdered
"A bovine coronavirus vaccine, for cattle, is proof that the novel coronavirus isn’t “new” and is evidence of “how much the media controls people.”",FALSE,https://www.poynter.org/?ifcn_misinformation=a-bovine-coronavirus-vaccine-for-cattle-is-proof-that-the-novel-coronavirus-isnt-new-and-is-evidence-of-how-much-the-media-controls-people
Multiple videos seen tens of thousands of times on Facebook claim garlic and onions can prevent and cure infection from novel coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=multiple-videos-seen-tens-of-thousands-of-times-on-facebook-claim-garlic-and-onions-can-prevent-and-cure-infection-from-novel-coronavirus
VP Pence Urged People With coronavirus To Go To The Police.,FALSE,https://www.poynter.org/?ifcn_misinformation=vp-pence-urged-people-with-coronavirus-to-go-to-the-police
“Coronavirus Hoax: Fake Virus Pandemic Fabricated to Cover-Up Global Outbreak of 5G Syndrome.”,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-hoax-fake-virus-pandemic-fabricated-to-cover-up-global-outbreak-of-5g-syndrome
"Ministry of Health confirms new case of coronavirus in Santa Elena province, in Ecuador.",FALSE,https://www.poynter.org/?ifcn_misinformation=ministry-of-health-confirms-new-case-of-coronavirus-in-santa-elena-province-in-ecuador
"Ambulance health care workers are transporting a corona patient in The Hague (The Netherlands), dressed in white protective suits.",FALSE,https://www.poynter.org/?ifcn_misinformation=ambulance-health-care-workers-are-transporting-a-corona-patient-in-the-hague-the-netherlands-dressed-in-white-protective-suits
A runny nose and sputum secretion are not symptoms of novel coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-runny-nose-and-sputum-secretion-are-not-symptoms-of-novel-coronavirus
There are cases of coronavirus in the Amazon forest.,FALSE,https://www.poynter.org/?ifcn_misinformation=there-are-cases-of-coronavirus-in-the-amazon-forest
Ministry of Health (Spain) sends WhatsApp chain with advices against coronavirus outbreak.,FALSE,https://www.poynter.org/?ifcn_misinformation=ministry-of-health-spain-sends-whatsapp-chain-with-advices-against-coronavirus-outbreak
Local hospital in Ecuador says first covid patient didn’t have coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=local-hospital-in-ecuador-says-first-covid-patient-didnt-have-coronavirus
"12 pieces of advice for coronavirus, including symptoms, transmission, how to neutralize the virus.",FALSE,https://www.poynter.org/?ifcn_misinformation=12-pieces-of-advice-for-coronavirus-including-symptoms-transmission-how-to-neutralize-the-virus
Post says “sanitizer will do nothing for the coronavirus.”,FALSE,https://www.poynter.org/?ifcn_misinformation=post-says-sanitizer-will-do-nothing-for-the-coronavirus
Twitter users said Adutwumwaa Bitters cures coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=twitter-users-said-adutwumwaa-bitters-cures-coronavirus
"Man Critical With Novel coronavirus In Barhalganj, India.",FALSE,https://www.poynter.org/?ifcn_misinformation=man-critical-with-novel-coronavirus-in-barhalganj-india
Viral picture message in Nigeria suggests former president Obasanjo said that there is no coronavirus in Nigeria and that the minister of health lied.,FALSE,https://www.poynter.org/?ifcn_misinformation=viral-picture-message-in-nigeria-suggests-former-president-obasanjo-said-that-there-is-no-coronavirus-in-nigeria-and-that-the-minister-of-health-lied
3.000 people from Elche (Spain) infected by coronavirus after coming back from Milan’s international footwear industry fair.,FALSE,https://www.poynter.org/?ifcn_misinformation=3-000-people-from-elche-spain-infected-by-coronavirus-after-coming-back-from-milans-international-footwear-industry-fair
Alcohol kills coronavirus,FALSE,https://www.poynter.org/?ifcn_misinformation=alcohol-kills-coronavirus
Plant-based cure for coronavirus discovered in Iran.,FALSE,https://www.poynter.org/?ifcn_misinformation=plant-based-cure-for-coronavirus-discovered-in-iran
Pope Francis And Two Aides Tested Positive for coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=pope-francis-and-two-aides-tested-positive-for-coronavirus
This is a video of alleged panicked shoppers storming a supermarket amid the coronavirus pandemic.,FALSE,https://www.poynter.org/?ifcn_misinformation=this-is-a-video-of-alleged-panicked-shoppers-storming-a-supermarket-amid-the-coronavirus-pandemic
Classes in Ecuador suspended by coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=classes-in-ecuador-suspended-by-coronavirus
"New case of coronavirus in Latacunga, in Ecuador.",FALSE,https://www.poynter.org/?ifcn_misinformation=new-case-of-coronavirus-in-latacunga-in-ecuador
Post says the coronavirus is “simply the common cold.”,FALSE,https://www.poynter.org/?ifcn_misinformation=post-says-the-coronavirus-is-simply-the-common-cold
“Florida hospital reports a coronavirus ‘infestation’ with multiple confirmed patients.”,FALSE,https://www.poynter.org/?ifcn_misinformation=florida-hospital-reports-a-coronavirus-infestation-with-multiple-confirmed-patients
“Shands Hospital of Gainesville Florida has confirmed its first case of coronavirus.”,FALSE,https://www.poynter.org/?ifcn_misinformation=shands-hospital-of-gainesville-florida-has-confirmed-its-first-case-of-coronavirus
Post says no one has died from the coronavirus in the United States.,FALSE,https://www.poynter.org/?ifcn_misinformation=post-says-no-one-has-died-from-the-coronavirus-in-the-united-states
Vatican says Pope Francis has been infected with the novel coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=vatican-says-pope-francis-has-been-infected-with-the-novel-coronavirus
A video says that the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus.,PANTS ON FIRE,https://www.poynter.org/?ifcn_misinformation=a-video-says-that-the-vatican-confirmed-that-pope-francis-and-two-aides-tested-positive-for-coronavirus
"14 points that are expert advice on coronavirus, including symptoms, prevention and how it spreads",Misleading,https://www.poynter.org/?ifcn_misinformation=14-points-that-are-expert-advice-on-coronavirus-including-symptoms-prevention-and-how-it-spreads
Local news channel in Ecuador confirms more people are infected with coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=local-news-channel-in-ecuador-confirms-more-people-are-infected-with-coronavirus
Health Ministry in Ecuador confirms 3 new cases of coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=health-ministry-in-ecuador-confirms-3-new-cases-of-coronavirus
Pope Francis is infected with coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=pope-francis-is-infected-with-coronavirus
Volcanic ash can kill the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=volcanic-ash-can-kill-the-coronavirus
Garlic water can treat coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=garlic-water-can-treat-coronavirus
Doctors Recommend Carbon Filter Face Masks To Prevent coronavirus Spread.,FALSE,https://www.poynter.org/?ifcn_misinformation=doctors-recommend-carbon-filter-face-masks-to-prevent-coronavirus-spread
The Vatican confirmed that Pope Francis and two aides tested positive for coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=the-vatican-confirmed-that-pope-francis-and-two-aides-tested-positive-for-coronavirus
The coronavirus is more dangerous for animals than for humans.,Unproven,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-is-more-dangerous-for-animals-than-for-humans
This virus must be old because a bottle of desinfectant from 2015 shows „coronavirus“.,FALSE,https://www.poynter.org/?ifcn_misinformation=this-virus-must-be-old-because-a-bottle-of-desinfectant-from-2015-shows-coronavirus
Summer temperatures will make coronavirus disappear.,Misleading,https://www.poynter.org/?ifcn_misinformation=summer-temperatures-will-make-coronavirus-disappear
Video of a person infected with coronavirus being detained by the police.,FALSE,https://www.poynter.org/?ifcn_misinformation=video-of-a-person-infected-with-coronavirus-being-detained-by-the-police
Is Jackie Chan really quarantined because of Corona Virus?,FALSE,https://www.poynter.org/?ifcn_misinformation=is-jackie-chan-really-quarantined-because-of-corona-virus
“Every election year has a disease” … SARS in 2004; avian flu in 2008; swine flu in 2010; MERS in 2012; Ebola in 2014 and 2018; Zika in 2016 and the coronavirus in 2020.,FALSE,https://www.poynter.org/?ifcn_misinformation=every-election-year-has-a-disease-sars-in-2004-avian-flu-in-2008-swine-flu-in-2010-mers-in-2012-ebola-in-2014-and-2018-zika-in-2016-and-the-coronavirus-in-2020
Clients of a brothel in the Spanish city of Valencia are quarantined after one of their employees has tested positive for coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=clients-of-a-brothel-in-the-spanish-city-of-valencia-are-quarantined-after-one-of-their-employees-has-tested-positive-for-coronavirus
"The wife of a Chinese shop owner of Totana (Murcia, Spain) has coronavirus.",FALSE,https://www.poynter.org/?ifcn_misinformation=the-wife-of-a-chinese-shop-owner-of-totana-murcia-spain-has-coronavirus
"A video showing chaos in a shop, claiming that people are panicking after a first confirmed case of coronavirus in Lithuania.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-showing-chaos-in-a-shop-claiming-that-people-are-panicking-after-a-first-confirmed-case-of-coronavirus-in-lithuania
It is better to shave your beard to avoid being infected by the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=it-is-better-to-shave-your-beard-to-avoid-being-infected-by-the-coronavirus
The German government made a “secret plan” about coronavirus in 2012 that foretold the pandemic.,Partially false,https://www.poynter.org/?ifcn_misinformation=the-german-government-made-a-secret-plan-about-coronavirus-in-2012-that-foretold-the-pandemic
Video of a roof full of bats claim to be the source of coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=video-of-a-roof-full-of-bats-claim-to-be-the-source-of-coronavirus
The wife of a Chinese shop owner of Totana (Murcia) has coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=the-wife-of-a-chinese-shop-owner-of-totana-murcia-has-coronavirus
A post says that a “poll finds 38% of Americans Say They Will Not Drink Corona Beer Because of Virus.”,FALSE,https://www.poynter.org/?ifcn_misinformation=a-post-says-that-a-poll-finds-38-of-americans-say-they-will-not-drink-corona-beer-because-of-virus
Coronavirus patients in China are being caught by officials on a highway.,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-patients-in-china-are-being-caught-by-officials-on-a-highway
Lectures have been suspended at the University of Sevilla due to coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=lectures-have-been-suspended-at-the-university-of-sevilla-due-to-coronavirus
"Post says “the blood test for coronavirus costs $3,200.”",MOSTLY FALSE,https://www.poynter.org/?ifcn_misinformation=post-says-the-blood-test-for-coronavirus-costs-3200
"A new case of coronavirus in Sacedón (Guadalajara, Mexico).",FALSE,https://www.poynter.org/?ifcn_misinformation=a-new-case-of-coronavirus-in-sacedon-guadalajara-mexico
Coronavirus is not reproducing in warm places.,Questionable,https://www.poynter.org/?ifcn_misinformation=coronavirus-is-not-reproducing-in-warm-places
"An article of El Pais says there is a possible case of coronavirus at the hospital Gregorio Marañón, in Spain.",FALSE,https://www.poynter.org/?ifcn_misinformation=an-article-of-el-pais-says-there-is-a-possible-case-of-coronavirus-at-the-hospital-gregorio-maranon-in-spain
An aritcle of El Pais says ther is a case of coronavirus at the School of Architects of Madrid.,FALSE,https://www.poynter.org/?ifcn_misinformation=an-aritcle-of-el-pais-says-ther-is-a-case-of-coronavirus-at-the-school-of-architects-of-madrid
First case of coronavirus in Alcalá de Henares (Madrid).,FALSE,https://www.poynter.org/?ifcn_misinformation=first-case-of-coronavirus-in-alcala-de-henares-madrid
A brothel with 86 customers put in quarantine after a prostitute tested positive in coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-brothel-with-86-customers-put-in-quarantine-after-a-prostitute-tested-positive-in-coronavirus
"A text post with instructions from “a Lithuanian doctor”, giving advice to potentially infected with coronavirus",FALSE,https://www.poynter.org/?ifcn_misinformation=a-text-post-with-instructions-from-a-lithuanian-doctor-giving-advice-to-potentially-infected-with-coronavirus
